date,EMA
2012-01-12,1.8955
2012-01-11,1.8968
2012-01-10,1.8984
2012-01-09,1.9044
2012-01-06,1.9136
2012-01-05,1.9262
2012-01-04,1.9387
2012-01-03,1.9483
2011-12-30,1.9563
2011-12-29,1.9618
2011-12-28,1.9667
2011-12-27,1.9736
2011-12-23,1.9809
2011-12-22,1.9936
2011-12-21,2.0086
2011-12-20,2.0266
2011-12-19,2.0441
2011-12-16,2.0645
2011-12-15,2.0854
2011-12-14,2.104
2011-12-13,2.1253
2011-12-12,2.1423
2011-12-09,2.1544
2011-12-08,2.1634
2011-12-07,2.1744
2011-12-06,2.1633
2011-12-05,2.1463
2011-12-02,2.1307
2011-12-01,2.1213
2011-11-30,2.1158
2011-11-29,2.1088
2011-11-28,2.108
2011-11-25,2.1014
2011-11-23,2.1004
2011-11-22,2.1008
2011-11-21,2.0969
2011-11-18,2.0947
2011-11-17,2.0864
2011-11-16,2.0697
2011-11-15,2.0424
2011-11-14,2.0193
2011-11-11,1.9987
2011-11-10,1.973
2011-11-09,1.9608
2011-11-08,1.9506
2011-11-07,1.9324
2011-11-04,1.9164
2011-11-03,1.8914
2011-11-02,1.8627
2011-11-01,1.8573
2011-10-31,1.8501
2011-10-28,1.8388
2011-10-27,1.8227
2011-10-26,1.8128
2011-10-25,1.8072
2011-10-24,1.7992
2011-10-21,1.7883
2011-10-20,1.7798
2011-10-19,1.7753
2011-10-18,1.7687
2011-10-17,1.756
2011-10-14,1.7484
2011-10-13,1.7356
2011-10-12,1.7223
2011-10-11,1.7085
2011-10-10,1.6945
2011-10-07,1.6773
2011-10-06,1.6644
2011-10-05,1.6504
2011-10-04,1.6461
2011-10-03,1.6534
2011-09-30,1.6609
2011-09-29,1.6645
2011-09-28,1.6705
2011-09-27,1.6738
2011-09-26,1.6662
2011-09-23,1.6625
2011-09-22,1.6523
2011-09-21,1.6464
2011-09-20,1.6383
2011-09-19,1.6282
2011-09-16,1.6188
2011-09-15,1.6081
2011-09-14,1.6032
2011-09-13,1.6012
2011-09-12,1.6008
2011-09-09,1.6087
2011-09-08,1.6168
2011-09-07,1.6214
2011-09-06,1.6247
2011-09-02,1.6348
2011-09-01,1.645
2011-08-31,1.6497
2011-08-30,1.6497
2011-08-29,1.6505
2011-08-26,1.6509
2011-08-25,1.6581
2011-08-24,1.6705
2011-08-23,1.6788
2011-08-22,1.6944
2011-08-19,1.7187
2011-08-18,1.7432
2011-08-17,1.7564
2011-08-16,1.76
2011-08-15,1.7621
2011-08-12,1.7636
2011-08-11,1.7646
2011-08-10,1.7728
2011-08-09,1.7922
